does not equalB339867818843594756	246979971	0	@DoctorChristian scared to start fluoxetine, what's you're opinion on them? Xx
508248164873539584	560807270	0	American Discount Pharmacy has a $25 for 90 day supply list for FDA-approved generic Lipitor, Plavix, Flomax, Lexapro, Effexor XR, & more.
538840396047327232	445948335	0	Ik someone who's voice is messed up from acid reflux messing up there throat && I don't wanna be like that. && I can't take nexium pregnant
530724927662333954	15973325	0	Synthroid dosage upped. Pleaaase let this help the "oh my god I might die if I don't nap" feeling I get daily. Silly body.
542013832668127232	264285415	0	On adderall
540785800154062848	327513261	0	Finna let this oxycodone du its job while i catch these
541061455869919233	36579603	0	Prediction: in the US there will be massive Tamiflu shortages and soon, even if you never had the shot, my strong fucking advice:get one
486676683982782464	559084981	0	@LowerMakefield and #PECO -- what a pair. A tiny burst of a storm and power is out again. Exelon must spend all our $ in corrupt Illinois.
541348480426717185	470854615	0	@Goldyvox I left her a voicemail don't worry viox I got it
529224142047170561	127000004	0	Ugandan study confirms Efavirenz significantly reduces efficacy of contraceptive implant - but Nevirapine is OK #HIVGlasgow
464658638758768640	56785729	0	SEO Case Study&#58; Attorneys Chasing Vioxx Organic Search R
490044877661429760	463331339	0	Taz asks: Anyone have to up their humira or enbrel injections? I'm on Enbrel 50mg once a week,doc wants to bump it up to100mgs once a week.
540421871594782720	2848327387	0	@HouleJeannine I take Buprenorphine now and the patches are every seven days. Four in the box.. No dirty urine here either... lol.
511287800843751425	37111068	0	Am I the only person that thinks Genovia every time I see the Januvia medicine commercial? #yesIworkinkidsbooks #doingthisforawhile
475398140837625856	30112258	1	@NCAGO My husband has suffered many health problems from Avandia and can no longer work. If this company does not want to pay millions and
542031603627593728	272285410	0	People talking about taking adderall to help them study when I actually have to take adderall for my ADD. Smh
520333772051718147	19763812	0	@Henry__Evans so true. Yeah, been back at it full time since May / early June time. Again, it's fine. Just necking loperamide like sweets.
469763407340916736	1561183260	0	Two RCTs with CHF- plus COPD-patients: tiotropium decreases and LABAs do not increase adverse CV events. #IPCRG2014
535193905047031808	336839284	0	@pharma10interns More potent and more serious AE According to guidelines atorvastatin DOC due to less AE
436736942282403840	261761811	0	So will I get the same effects with vyvanse as I do with focalin or nah?
539377171156856832	1875016766	0	OSTOMAX Diclofenac Potassium Tablet 50mg is a pain-relief medication that is commonly used to treat,painful menstrual periods,&general pain.
508640760527605760	461076840	0	Positive effect of #tiotropium on #hyperinflation announced at the @Boehringer COPD sympo at #ERS2014 #copd #respiratory
537973438992773120	206381725	0	On the Spiriva commercial, good advertisement for Cadillac. An elephant riding inside, and not sag the suspension on the car . ha ha
537716544415862784	1660361574	0	I hate Tamiflu
502310422406758400	177345434	0	@RheumNow Enbrel pros vs cons for Still's Disease? And why is it so hard for insurance companies to deal with us Still's patients? Lol
488858687927103490	1090762273	0	@MLG_Mikey inv Viox aG
507222394625617920	85647456	0	@TransTortellini oops!! i think it's Cymbalta instead not celebrex. fffff
541594920801161217	490040959	0	"@Syeirra_97: Antara bestnya mrsm nii, you'll get a lot of tshirts there's one for homeroom, class, rumah sukan, baju maktab and else."
527162739144536064	153621694	0	@MychellexLee I have been pn remicade Humira and now on cimzia. I have never had any bad side effects.
524925635740041216	74068598	0	e_e but oseltamivir is so expensive
540776139116277760	575215785	0	promo Chateau Renoir Merges Splendid Crack-cocaine Elements And A Tummy-tickling Albuterol Aftertaste In Their 2007 Cabernet Sauvignon. hol
527994969756545027	560681099	0	@PriscoCBS Imodium is my dessert every night
499971070104195072	59172808	0	COPD trials are extremely challenging- stroke, MI's happen in this patient population requiring the 5000 pts per arm. Spiriva #FDA adcom
476690929047187458	1616597419	0	That the proteasome inhib Bortezomib used to treat multiple myeloma causes neuropathy tells us that UPS is vital for neurons @whereisdaz
535076965905358848	79552711	0	"He's done some research on buprenorphine therapy" -- @NIDAnews on buprenorphine rock star David Fiellin. #understatement
536738866750054400	288519973	0	if i was cosmic bowling and i saw a crestor commercial id be so weirded out
539194487780941824	22472326	0	@heavy_____d thank you so much. Been in bed all day sleeping constantly- thankfully the Oxycodone is knocking me out
503907696945295360	245611238	0	@ALNEMERK I take 25mg Losartan for mild BP. Is it = 80mg valsartan. KKUH @ KSU only have valsartan 80mg coated, unbreakable.
524253472708100096	16209365	0	@mashable Sending TamiFlu too? Rumsfeld needs more $$$$...
535991916462997504	115826029	0	@wildevoice 1 Lunesta with a Benadryl chaser and Law and Order SUV reruns on Netflix...that's my cure.
536597804274429952	162365553	0	Amount of men on tadalafil tho....ds life...
534332757866868736	543445173	0	@1DInsideReport hey is add about tamiflu now?
527219124896669696	634276879	0	Need Imodium huaaahhh
532193486968475648	14739532	0	I need this Nexium to dougie on this reflux is what I need.
522825136450187265	11819302	0	@puckgoodfellow @nyankokimi @sewingpunzie All I'm gonna say is they gave me *way* too much Miralax in the hospital.
524788699658465280	17057314	0	I would marry Lunesta if I could, then I could sleep with it every night, without a prescription
541390661115985920	433630203	0	Nexium is about to be my new best friend. It worked instantly.
503931097085149185	1157792347	0	psychic rofecoxib
537311625641226240	1651536978	0	@BeerSlayer863 what is that sloshing sound coming out of your belly? Oh yeah it's cheap beer and metformin
501525236362145793	1000499544	0	@PharmaDispatch @A_Tass1 one overall, one atorvastatin
487785148725743616	70226817	0	Drugs such as Exelon (rivastigmine), Razadyne (galantamine), Aricept (donepezil) or Namenda (memantine) have NOT shown to improve PPA.
522624554494337024	52266948	0	I just can't kick you @ lunesta
540876873517916163	1516628024	0	tujuan masuk wc tu antara 2 use it as usual and turn on the shower (if u know what I mean)
539936586347999234	77656654	0	@Ashton5SOS do you guys need loperamide or something?
514576125733789697	847117446	0	@efameral I started in March 2013. But I changed the efavirenz portion to Rilpivirine in March this year. What about you?
540055018947477504	863490660	0	@hswapnil That is not a defense of SPS in this case. But a defense of Lasix/bicarb + Miralax after #nephjc tonight.
524335108372037632	755617098	0	Never have I ever been so happy to refill my Lunesta #blessed
540293141048614913	14691557	0	6:50 PM 10TV showed the Spiriva ad w/the elephant who got to go for a ride in a convertible. He visited a car show. He squeaked. I melted.
528683888395440129	802905570	0	@MALIBOO1022 Thank you, this is rough! First dose of Tamiflu in all of us at least!
528372558437941248	177905922	0	Ventolin and Inderal is not a good combination okay! How would I know if my heart's the problem or my lungs? WTH.
498181399573430274	361475036	0	I just watched a commercial that said using adderall is the same as using oxycontin
520862975595266048	467244450	0	Whenever the apocalypse makes my stomach a feel a bit uneasy i reach for Nexium 24h OTC. Thanks purple pill #ZNationpic.twitter.com/b7uFSpfkcy
541523596141948928	2216732570	0	@JohnathanLaird @rpharms @Steventoonjacko is that just spiriva or any lama? some pts not on spriva - cant tolerate - do you make exception?
541922286685548544	1102860272	0	/Iggy's slowly practicing Necromancy and there's no Meridia to stop him.
541411640278003712	2745233758	0	Managed an evening out no loperamide in bag. Anxiety highs and lows and stomach churning but I managed it. No excuse to go home early!
511563468986912768	791671	0	@loveEjami so they're giving him immodium, which is what loperamide is. which is just... weird.
540517257382998016	21985583	0	which pouch on batman's utility belt holds his imodium
513026539236372481	1674188378	0	Amitiza (lubiprostone) - is about 7$ per day on average #geriatricsconference
492641078219374592	321567198	0	Bayer & Onyx announced that Ph 3 of NEXAVAR in pts with advanced breast cancer did not meet its primary endpoint of improving PFS
524702965660008448	25016043	0	@JAE_boogie @_knownanonym she uses ventolin inhaler yea and either QVAR or Dulera? Either way, she betta be taking them!
358409733595594753	145492546	0	Four TNF-alfa blockers approved for #AnkylosingSpondylitis are Etanercept, Adalimumab, Golimumab and Infliximab.
522529784480665600	232666210	0	Powered by ice and 200mg of diclofenac
487673996998365184	2205407719	0	@noahtron you've got me listening to metroid music at work. omg the maridia theme. omg. oommmgggggg.
474016821083766784	1228169929	0	Finally gave my first immunization in Arizona! Zostavax is IM right??
512731587981475840	1281603536	0	Who of you take Lunesta or Ambien?
536956475542077440	2207646379	0	@FGAU1912 @Irish_Freedom @WestBelfastUPRG Yeah he could do with some Imodium for his mouth complaint
492311538741825536	245867005	0	Ugh I just threw up my Nuvaring
520442285688111104	48411782	0	@HopsCanary been tested twice, but after another dr told me to take nexium first for a week.
539093024949948416	85832625	0	@TerezHumphrey @Frank_Granfield Orencia by IV. My 6th infusion. Trials on self inject Enbrel Humira & Orencia had break thru symptoms
518938896319537152	377037698	0	@Solero81 I am on my 6th Biologic! I have been on Enbrel, Humira, Remicade, Cimzia, Actemra, and now Orencia. I hope Humira is ur magic one!
533797166914236416	21820818	0	Nexium level protection. For those who over indulge in Christmas cookies, eggnog and other high fat foods. #NorthpoleMovie
536606034937524224	2889231225	0	Everyone get ready for the Exelon Promo in 10 minutes
519804248209768451	1548944971	0	@GradInWaiting ah I see. One day off the advair and Im in bad shape at least youve figured out ways to control the flare ups! Feel better!
495268706277416960	2274571333	0	@SmithBevan @emma_rehab shows the value, qualitative outcomes & cost efficiencies of COPD nurse specialist not understood - not bad but sad
498917718117318656	17833643	0	Lol i don keep quiet Pharm. "@Pharm_Akay: "@UncleKaque: Fluticasone furoate. Fluticasone propionate. - discuss" u don start abi??"
531198168567152640	239952939	0	@thisisamy_ I think it must be that! I studied for 5 hrs so may be why... Yep, my owl is perched lol and I've taken diclofenac because >
438803744420298752	17613410	0	@hehenabobena works for farrrrr more than it doesn't. Remicade more likely for complications/no working for Crohn's than Humira by far.
449368334770122752	74866693	0	@Sports_Casters yeah, did Remicade, now on a Humira but not working, I got inf too had to stay opened wound vac
537016344323977217	593793588	0	@dave_rock_star wow that's not good. I had the swine flu in winter. Had tamiflu and other antibiotics. But 1st flu in. 10 years.
542010440243752961	1634475979	0	@TheTallBromo @pizzahut Prayer can't help you now... you ate it! lol Imodium is your only hope.
526385940944547843	269559393	0	Give me ventolin duh entek
494799971804528640	1411342938	0	Similar action in the Maridia snail room is faster assuming you move properly; however, by my mild testing, it only saves 4 at best.
534185970305081344	32967186	1	That time that Tamiflu bs broke me out in hives!!
525680117285421056	374747620	0	@capitolfax read on @RepKinzinger why we are leery of Exelon and their aged nuclear plants!
541988476908888064	223162981	0	Thankful for adderall and Schoolboy Q today
536114965003112448	213262031	0	@WestStandBogs I was hitting the diclofenac they gave my wife after child birth.
538852706296037376	29021602	0	It's about time to see a doctor.. Couldn't breathe tonight at work and now I'm using a ventolin puffer to try to catch up when I can't.
533273534261248000	718888154	0	Nommsen-Rivers #ABM14 Prediabetic Moms are at extremely at risk for breastfeeding failure. Postpartum metformin needs to be tested.
482427073575673856	246296202	0	Top Stories on Mkts@Lunch: Divi's Lab rallies; Co likely to supply API for Diovan generic
532278764101971968	2806296388	0	COPD Specialist Exercise Support Group Wednesdays 12.30pm at Pendle Business Centre, Nelson. #COPD #Exercise #beactive #ELHT
513394670442119168	410842153	0	Sildenafil citrate "@SwankPharm: 8. What is the generic name of viagra? #RxchatNg"
498543110633168896	407238268	0	Dutasteride improves urinary symptoms & bone density in hypogonadal men with benign prostatic enlargement & low baseline testosterone. Study
540358468809793536	779258750	0	@Joccciee I understand . It comes from my great gma in my family . Try nexium it helps .
534879536962629632	822428532	0	People keep asking me what I want for Xmas. I have to take miralax and benefited twice a day so those would be great ideas. No joke.
509702775765467136	1493264244	0	@BaseFiend Lunesta is good for that. *He says because he always has to be a smart ass. He's unaware that he'll probably be the subject of -
533531498885181440	124585736	0	@amandajp17 @190_bpm get seratide as changed my life big style. Don't use ventolin now. Docs don't like giving them out as expensive 40 ea
508096846305046528	15087653	0	Lack of Lunesta means whiskey as a stop gap.
487620012824219649	39980705	0	@ekmisao also drank 40mg omeprazole (but my medicine is dexilant 60mg so errr yeah that has to happen tomorrow I guess)
540897248742481921	2796832546	0	Bachhuber et al: 6 mo retention in buprenorphine tx in pt's treated at syringe exchange program = 64% - similar to traditional tx settings.
494667734802649088	111482601	0	Yikes RT @Cornbread_Cunt The only ring she got is a NuvaRing
497976861763584002	6076432	0	@NintendudeX Meridia sucks. Any underwater zone is worthless to me.
529487108042276864	344644761	0	@stephen_howell6 in Abu Dabai now mate! I will try not too.....got plenty of imodium though
511673382472278016	72433694	0	@Listen2Lena Q3 - I use aerius & nasonex to lessen my symptoms. Also right now I'm using Symbicort inhaler for my bronchitis #PurifyYourAir
518563514638536707	106621529	0	24hrs went from 100-0 lol Jack & Ginger last night, albuterol & Flovent tonight lol
451114463354449920	177822304	0	That guy in the Crestor commercial has a problem, and it's not his cholesterol.
465374605478481920	50898361	0	I think @NicolePolar is...MT: @RA_information: anyone on cimzia? Any positives or negatives compared to enbrel or Humira?
537267556587802626	237716251	0	Seqeul ni mcm Twilight plak.. girl be a real hero? Pastu konflik antara Petta dan Gale. Hurmm..
535972987259080704	310343187	0	Ugh I need some miralax
438898034081288193	1166764590	0	$ABBV has great network via Humira w GastroGI MDs, who somewhat outnumber the latter 2 specialists in HCV Tx. ~ 40-50% will treat w abbv
541733564367536129	33715999	0	@mgharbron add symbicort to the list
538940984093327360	72762043	0	@EvaShockey also keep some Imodium handy.
486559308667052033	295021389	0	@wensilver AHEM . . . "THERE ARE NO DO-OVERS!!" - Kenneth "let's do-over the Vioxx settlements" Frazier
531862200118689792	492002109	0	I pay $270 a month to #BlueCrossBlueShield, another $170 for my son. Walmart just tried to charge me $225 for ONE Symbicort inhaler. #Merica
525654979814518784	2547036072	0	@rxmaryjane @EdiblesClub I'd be more concerned with someone slipping an Ambien or a Lunesta into my kid's candy.
513470492544888832	1546897832	0	@pxstelscars I just bought miralax oops
541628534494474240	36018702	0	@JoeNHollywood only 3 re-fils on your albuterol Rx is tough boy
491296768425209856	351671560	0	@EastThamesGroup Meridia Crt, Stratford. Lift broken down since Jun. Please fix this before someone collapses trying to reach their flat.
529916546546561024	534862227	0	could go for a handful of lunesta rn
537948686043471872	466583010	0	Nexium for like 3 months
519681131055038464	39803210	0	@Footprint2Wings State and Federal regs prevent nuclear from any type of cost recovery. That is why Exelon is initiating these discussions
523967178845200384	5751162	0	@DaktariJay have you tried ranolazine yet?
509714765208616960	60971888	0	@JordiGraupera @vedellconsagrat crestor challenge, round 1
507083162938511360	86193244	0	Either I need Lunesta or NyQuil needs to start coming in 1.75s
494680704945377281	2259098586	0	@HeIsExtra_ he said she dropped her nuvaring tho
520645912226697216	15127828	0	@ajazam loperamide is the chemical name. It's the same as immodium but way cheaper
539809218090774529	26424178	0	@FPOnTheDL *goes digging for thingy* Ventolin bleck
502204059294924803	394190972	0	Oh, you know ... Just back-to-back Zostavax shots. Keeping guests healthy is what we do! @PharmerPhuong @awibbs09pic.twitter.com/xhPZcDlWEg
486683225344188418	559084981	0	@CourierTimes Lower Makefield has many without power yet again. Been here for 20 years -- worst service ever. Is Exelon bleeding Peco?
527595879851896832	1370906497	0	$ARNA fenfluramine + phentermine = it will cause damage to heart valves . that is A FACT!
541905098935259136	2920378502	0	"@DJRP_Chorong: Antara move on dan hold on." move on move on~~~
512034421881712641	14703500	0	LUNESTA IS $330??!! How in the hell do those a - holes sleep at ni... wait. Never mind.
464640975202439168	239982538	0	@Mad_Scientist2 Different structure, made by CPGJ in China, approved via O/L study, no H2H data vs. Enbrel -> not #biosimilar, just a copy.
515808313351471104	19430583	1	fluticasone propionate was a bad idea. Joint pain all week. Happened to my mom, too. It was working, though.
475026188424187904	2546749268	0	Waiting for supplemental EU approval decisions this weekend on Prolia for Osteoporosis/penia, Gilenya for MS, and Gardasil for HPV
530196367931490304	115826029	0	Tonight's #CMAawards brought to you by Lunesta and warm milk.
526200500921053184	349898312	0	@keithawynn . This may be the Imodium talkin but I swear I ain't shittin ya !
536885040622604288	469035964	0	antara speaking sama grammar ;(
495055708065660929	248466941	0	Every one raise their wands to wish Harry Potter (and his Crestor JK Rowiling) a very happy birthday!!! #HappyBirthdayHarryPotter
517346966166966272	161774559	0	@meiermadness @LeLeIsMe Thank for you the feedback. C is for Celebrex and Cymbalta and cervix and cystoscopy #endoalphabet
526945712744185856	15159734	0	Lunesta in Hand; My yard is full of leaves, feel free to come & get them, I don't need them they are dry & crunchy & I like soft & subtle
509543868656672769	1140855259	0	@Rasmus_56 @FirebaughNorman Gotcha, and read it, I didn't know it was a Exelon site as I am a share holder of Exelon, thanks for the input
542008408992661505	88036408	0	this is hugh up, miss meridia
501783083725885441	37936767	0	I need a mf nuvaring up in this thing before I do anything else another child will slow me up
534513687495995392	16941360	0	If the #Raiders ever get a new stadium, I think either Rolaids, Tums or Nexium should get naming rights for the heartburn the team causes.
534503223722127361	1350845497	0	Imodium for #gemmacollins bless peeps will keep her in for the literal hell of it hasn't she worked that one out yet. #JimmyBullard so funny
532122224191229952	464426197	0	Ventolin is like magic, and I feel like a wizard right now!
526875025253867520	564978691	0	@WashingTina You're still in the window for Tamiflu to work, but it doesn't work well and my co-pay when I got it was $100+.
459830297186820096	238818706	0	The teenager in the Crestor commercial is really cute, tbh. I'd date him.
530335454131154944	332160349	0	@fnafilms I'm never out of reach of a Ventolin inhaler; I have one, or two, in every room and in my pockets.
539979475887611904	854004080	0	Doing homework on oxycodone is impossible
523224765772099584	516749150	0	Ventolin has crazy effects walai /o\\
531679073777750016	2694197206	0	Forget about Ebola. Renexa is in town.
489546857572347905	263218420	0	GSK and Theravance announce submission to US regulatory authorities for fluticasone furoate/vilanterol in asthma
535134115528720384	986020537	0	She managed to go every four hours with ventolin last night! And no attacks over night.pic.twitter.com/xZR2Saz8J0
536255449457491968	20344762	0	@realsadmeister that did confuse me but I assumed they mentioned tiotropium later on and there was something else wrong.
538999962450034688	2321999868	0	@bama_nurse I just took my last oxycodone
533290615145254912	605793206	0	@carlstanley1 well been put on prednisolone and got more ventolin so hopefully ill be right just worried about working :/
535950302323945472	2886656523	0	i dont even know what crestor is
493386334120452096	1235884711	0	Cocaine Adderall Heroin Vicodin Oxycontin Morphine Xanax Valium Klonipin Acid Shrooms Buds Salvia Hash Opium Lean
523886009210380288	250785801	0	@vintagecpk I also use anti inflammatory creams Difflam or Diclofenac both help with painful muscles and soft tissue pain.
534538242306367489	2838234448	0	@UUSOP_Learning How does Metformin cause HF & should DM pt. who have HF be taken off, if so replace it with what medication? #PHRM741
519678731384664064	18100552	0	Spiriva - elephant sitting on your chest - always the #GOP repressing the common man. #lastword
528898213735301120	2160518711	0	@CaloriesProper my doctor started me on metformin in May & I've had some sort of period every month since then, which is new for me.
507079975103901696	635905842	0	@JimIrsay Ur a fucking junkie..wanna buy some methadone or suboxone
540816444087234560	1192544298	0	Up all night'-')"@NiallCrews_ID: #AskDirectioners di antara album2 the boys, fav kalian apa?? #MTVStars One Direction"
537222710930440192	211273119	0	oh. not feeling alright? RT @IAMEBUNOLUWA: Drug @LovBwise: chemical substance? RT @IAMEBUNOLUWA: Imodium to the rescue"
475142924225634304	928871888	0	@OwwEmJii Loperamide
507344267514486784	1217238458	0	Mantle Cell Lymphoma: Survival Jump with Bortezomib vs. Vincristine for Newly Diagnosed Patients Ineligible for Bone Marrow Transplant ...
515269494915092480	390396667	0	#antiepileptic MOA : 1/ block Na channels : phenytoin , carbamazepine , lamotrigine 2/ block ca channels: valporic acid @saudipeu
540919627833159680	331407969	0	@TranceInPhilly yeah! My mom had good insurance haha, I don't think I've ever used that. I like albuterol a lot, it works good after...
530414789940363264	466782783	0	Gives example of Sildenafil release from ODT tablets. Caffeine was taste masked well per e-tongues and taste panels.
537923782132764673	607083299	0	@cikpid @sayahappyslalu Emi tu memang antara QUEEN online shopping :D
496438651216093186	218173924	0	@jimcramer Jim wants your opinion on Exelon stock (EXC) buy, sell or hold?
497948527369388033	1704701516	0	2 #FDA #OK's today Janssen's INVOKAMET (canagliflozin/metformin) 4 T2 diabetes Takeda's VELCADE (bortezomib) expanded 4 relapsed responders
518383565474508801	399376205	0	tips to not spray ventolin on your tongue?
523493151408144384	1139803758	0	Another Saturday morning at the Suboxone & Methadone clinic. Everyone must have slept in - it's crowded right now. MM
532901853701607424	48097106	0	@Harv278 Desiccated thyroid treatment has the same research as Levothyroxine before it was thrust at us - none. Yet patients far prefer it
531576779433992192	15803713	0	Last dose of Tamiflu for this baby. Last damn dose of torture.
536676898949324804	138365554	0	Is anyone else really bummed that you can't buy the Crestor bowling ball? #drugcommercials
489219364252438528	41060996	0	@TheElVee That is because it's all about the Januvia and the metoprolol these days for that audience.
541990883256979456	34461669	0	My mom giving me a Baggie for the other half of my Adderall >>> #justgirlythings
519193090989764608	14609919	0	How Exelon Nuclear uses PeakVue to Improve Station Reliability at #EmrEx
511287205181267969	2759118644	0	@dnglos @NealRoff @whipitup69 @JoLincoln2 @FergusMason1 so Varenicline 35% success? Suppose is a bit more diff to smoke after u top yourself
541421203357831168	2809491713	0	"I bought you Imodium because I noticed you've been shitting a lot more than usual today" -aaron
537167315822198785	334223249	0	Disney songs. Comforting me on my ventolin journey. Open lungs, open. Lungs are very sore right now. Panadol is my best friend.
518223042343075841	95793630	0	@TranPaige she said that! That some girl gave her miralax that she didn't want
533846753162702848	116338227	0	@middaycowgirl What if I said yes to the advair question? Would that make me your favorite? (And yes... We rent)
493455230076334080	2484689840	0	The people who settled NuvaRing suit were told by their lawyers that if they didn't sign then the lawyer would ask to be removed #NuvaRing
531179051550257152	1674111990	0	SHAKE YOUR ****ING VENTOLIN BEFORE YOU INHALE, GIRL #DoctorWhoFinale
533802489712488448	28209625	0	I could've played for the Orlando Magic but they found suboxone in my jacket
528897639312805888	27863824	0	Yesterday felt like I was back in FL with people paying Cash Money for Oxys. This time it was on their Suboxone tablets. #PharmacyProblems
473490795933089793	2430624900	0	Biogesic is PARACETAMOL Diatabs is LOPERAMIDE Alaxan is IBUPROFEN What is the generic name of condom? - PARADIBUNTICINE :DD
489885503710588929	1283466373	0	Shoulda put a nuvaring on it
489391290287927296	1949602699	0	Diovan is now generic! Ask our helpful staff today about switching today!
525361634538422272	176634859	0	@DeadInTheWater3 @TheRealAshlynnn I actually cannot sleep anywhere besides a bed but I'm take a lunesta so...
531735010207072258	53623492	0	Dear Nobel Prize:Volcano lava is merely Mother Nature's acid reflux.Throw a fistful of nexium down her gullet.Problem solved. You're welcome
540847984024780800	417283338	0	When Imodium doesn't work!! Your in trouble!! Dr's sorted me out some space filled tablets!! #whoami
527244800970743809	274625021	1	@MichaelHirtzel wow & I thought Enbrel burned.
541621444602380288	34655593	0	@ChantelWatkins lol yes yes, too bad he can't really take medicine, although some Imodium may help him stay asleep and stop the B.G's lol
450068995375636480	370510256	0	@moorehn @bobivry good god, I just popped a precautionary Crestor after seeing this tweet.
366256192529502209	73962638	0	@LittleMsHaldol the contraindicated drugs are Latuda and phenytoin b/c phenytoin is a strong CYP3A4 inducer and can decrease Latuda levels..
473529310788464641	45727452	0	just took a few loperamide tablets because my last few bathroom trips were a real #toxichellstew
538485908853383169	1027673828	0	Studies show Tamiflu shortens duration of flu by less than 1 day and does not reduce hospitalizations. Cost = $100. #NotWorthIt
515383558857560064	17057314	0	Guess since I'm not retiring yet, then i don't have to get up tomorrow. Beer and Lunesta for a midnight snack.
492924846796337152	864980101	0	Asthma leave me alone....I only have 20% left w/my symbicort ;-((( and it's not available here in Palau
538019489107812354	167714891	0	even tak ada kata sepakat antara kita, I'm sorry cuz I'm choose to give up
541820497919750144	2909673275	0	levitra albuterol how much does viagra cost in cvs recreational viagra problems
508118591913205761	1594346707	0	Vioxx: ~ 50% down in GI complications with Vioxx 50mg/d vs Naproxen 500mg BID & a thrombotic event rate of 1.8% (Vioxx) vs 0.6% (naproxen).
507647376841261056	251499057	0	@GuyAdami just pullback tiday. It's been basing for a few weeks. By the way suboxone is what that dr speaks of. I been clean 6 years off
537131622207078401	776488284	0	@narrybodyshots @KeerstenHoran09 LIKE WHEN WE GO TO MEXICO UNLESS IM FORCE FED MIRALAX I PROBABLY WONT POOP LOL
525414539610038272	2689000016	0	Celecoxib | No Prescription
539432095194828802	16299716	0	@extravicious out of anything Princess Tiana really fast because they dont have much selection of her. Same with meridia
540629426862833664	233688459	0	@bmeredithw Crohn's. I'm taking Humira at the minute. They're pretty similar drugs aren't they? Remicade will be the last for me to try 1/2
512581355797229568	465570280	0	Thankfully the new inhaler is working go with flovent for cough and the albuterol for breathing if given a choice.
506149848845123584	594229541	0	It is a glorious day. The dog threw up on the carpet and I just gave my kid some Miralax for his constipation. Life is sexy.
498256761472966656	38678406	0	@sarahcolonna they wanted to make sure you knew it was not a NuvaRing hook
505368247492165632	33543582	0	@JeremyOkelley Loperamide might help?
534903610795393025	2894338482	0	@Whormoan metformin which fixes the fact that I can't lose weight and magnesium and I'm literally on 10 different vitamins that supposedly
535274888760918018	27548936	0	Xopenex struggles.
533764795665641472	619275361	0	Imodium (counteracts Neighlox)#NewElementOnThePeriodicTable @TheHashtagGame #JustNeighingpic.twitter.com/W0evuwIB6K
534630613895348224	14785217	0	Lunch, cigarette papers and Tamiflu pills brought to work by bird flu contractors at East Yorkshire duck farmpic.twitter.com/PXTxY1b1GN
541744710402850817	1141240614	0	Plenary abst 6: Wow... sorafenib plus 7+3 almost triples EFS in adult AML vs. 7+3 alone. No difference in OS. #ASH14
538236711696744449	90441730	0	Antara Kurnia MB OC 500 RF OH 2542 & @marissa_holiday MB OH 1836 saat fleet owner gathering 28 Nov 2014 #bismaniaorgpic.twitter.com/EOE44WtkuG
519751147888730113	90335863	0	Woman coughing fit to burst on train, commuters tutting/moving away. Given she's hauling on her ventolin I suspect poor thing poorly
500004280393531392	454467190	0	WHAT TF MERIDIA
538080569222250497	15186069	0	Happy extra Crestor day!
492846530382942208	257295003	0	@VS_Slim that's right!! You better work on your cardio... you won't be looking to cool on stage puffin on your Advair Diskus ... lol
530047221669330944	1471050476	0	@shesconnected a4 fluids and rest! I guess Tamiflu if you are hit hard, but really, fluids and rest #TargetPharmacyCA #contest
509463604119502848	1049643296	0	12 (5 of which were ventolin and four flovents) inhalers and 16 miscellaneous other prescriptions within an eight month time period.
527276921600876544	1486723129	0	Bout to call up spiriva bc I gotta big prostate @MadisynOxley
537776424082735107	1491827431	0	@ItsRachyBitch Get to the doctor woman or go to the pharmacy and get some Nexium and take a hot bath! you!
483785394161733632	18622894	1	@PJVogt I love the gorgeous burgundy color and powdery mouthfeel of the advair
536220103860568065	105113326	0	@somahony73 @Alan_Connolly look at the speed going up the hills ;-) Ventolin was my friend today!!
530132712611258369	139582193	0	5-day Tamiflu costs more than ONE YEAR of birth control (back when we had to pay), but rave on white women about the "real women's issues"
522984069668540417	5273011	0	@typesetjez What do you use? I can use albuterol, but Advair was the expensive one I wanted to take preventatively.
489494283687571456	800577619	0	@Wildchildwendy @SB_SUSIE @w_steeves @bsbfankaren yes & I knw that servant was remvd frm the market 4 tht resn.they have combnd it in advair
512246212201050112	26141091	0	$BDSI may become 2015 $ENDP target; if approved BEMA Buprenorphine would be only Schedule III oral opiod, filling ~130m Rxs: Summer St: BFW
519431773202444288	483749324	0	@EstebanBerlanga @ENBtweets @ENBallet love from me too! Ice, Drain, elevate, rehydrate, diclofenac and a strong mind x #swanlakesurvival
513532970422894592	2311389726	0	@Anna_the_Fair "Maybe it is best if you didn't." Meridia clasped her hands behind her back, clucking her tongue. "You know she is busy +
482204303466057728	44839509	0	CNBC-TV18 ALERT: Valsartan Is Used To Treat High Blood Pressure
540305591768735745	17086120	0	@HexingThoughts LOL Nope. Just Nexium and the occasional Ativan.
540884146089119744	2227663944	0	Antara follow & unfollow.
482353139710840832	225012752	0	Religare Capital: Ranbaxy has been accepting approval for Diovan since 2012
458446695420788738	726386977	0	Wonder where meridia is tonight?
524196465166786560	1952106397	0	What next after metformin debate @ SAHF 2014 @docwas @SouthAsianHFpic.twitter.com/m1yEDgE0zS
494102191557210112	14857972	0	"Crises are not always predictable...but as leaders it is our job to respond to them!" - Susan Landahl, Sr VP, New Dev., Exelon #USWIN2014
